Year,Month,Date,Hour,Place,Temperature,Temperature Category,Day Status,Ride Demand
2024,7,20,8,Jeevanbhima Nagar,18.190520706856965,Moderate Temp (Clear),Holiday,117
2023,12,28,1,Jeevanbhima Nagar,18.941527644222152,Moderate Temp (Clear),Working Day,21
2024,3,15,10,Yelahanka,23.13168734765849,Moderate Temp (Clear),Working Day,112
2024,3,14,18,Bannerghatta,13.637257016886746,Low Temp (Rainy),Working Day,65
2022,10,9,13,Mahadevapura,16.12131525092839,Low Temp (Rainy),Holiday,73
2024,2,15,5,JP Nagar,28.325081057086766,High Temp (Sunny),Working Day,23
2024,4,10,13,Bannerghatta,13.807824947110182,Low Temp (Rainy),Working Day,78
2024,5,22,16,Jeevanbhima Nagar,25.906007286703844,Moderate Temp (Clear),Working Day,121
2024,4,25,9,Bannerghatta,27.06398386188203,Moderate Temp (Clear),Working Day,96
2024,4,3,9,Ulsoor,26.865949925617088,Moderate Temp (Clear),Working Day,106
2023,7,21,19,Whitefield,24.55796247641588,Moderate Temp (Clear),Working Day,107
2023,6,17,5,Bellandur,31.13253979877921,High Temp (Sunny),Holiday,23
2024,7,7,15,Sadashivanagar,18.83553047588691,Moderate Temp (Clear),Holiday,107
2024,10,6,2,Mahadevapura,31.35336288018182,High Temp (Sunny),Holiday,23
2024,5,2,0,Vijaynagar,24.24787187551429,Moderate Temp (Clear),Working Day,21
2022,2,28,19,Bannerghatta,22.236348592200606,Moderate Temp (Clear),Working Day,92
2022,8,7,16,Malleswaram,24.604883840638934,Moderate Temp (Clear),Holiday,115
2022,3,25,22,Shivajinagar,11.277235123681054,Low Temp (Rainy),Working Day,20
2024,8,5,14,Indiranagar,15.358158348139415,Low Temp (Rainy),Working Day,48
2023,12,7,7,Yeshwantpur,25.955032213359637,Moderate Temp (Clear),Working Day,103
2024,7,17,8,Sadashivanagar,35.05936003923571,High Temp (Sunny),Working Day,94
2023,4,14,10,Hebbal,22.871052895236303,Moderate Temp (Clear),Working Day,75
2023,11,7,6,Banashankari,23.24343156596127,Moderate Temp (Clear),Working Day,21
2023,8,22,3,Mahadevapura,28.17725879243257,High Temp (Sunny),Working Day,21
2024,12,18,18,Domlur,29.345059813791394,High Temp (Sunny),Working Day,74
2024,5,26,6,Yeshwantpur,25.365753609988836,Moderate Temp (Clear),Holiday,25
2023,3,23,0,Koramangala,24.866041817274237,Moderate Temp (Clear),Working Day,22
2024,10,7,1,Domlur,21.15295364105914,Moderate Temp (Clear),Working Day,25
2024,4,14,22,Domlur,22.091399695965016,Moderate Temp (Clear),Holiday,150
2022,4,26,18,Rajarajeshwari Nagar,17.735862418480107,Low Temp (Rainy),Working Day,61
2024,9,8,17,Koramangala,23.55341099650542,Moderate Temp (Clear),Holiday,135
2023,2,24,11,JP Nagar,22.33777996003009,Moderate Temp (Clear),Working Day,91
2023,6,21,4,Seshadripuram,32.13931586649334,High Temp (Sunny),Working Day,23
2022,8,21,7,Hebbal,30.93058746440305,High Temp (Sunny),Holiday,73
2024,2,9,6,Indiranagar,22.83977513963014,Moderate Temp (Clear),Working Day,20
2022,11,12,3,Vasanthnagar,23.63488786270369,Moderate Temp (Clear),Holiday,20
2024,7,25,20,Banashankari,22.076783211893265,Moderate Temp (Clear),Working Day,110
2024,6,13,7,Rajarajeshwari Nagar,20.934560441786747,Moderate Temp (Clear),Working Day,107
2024,4,14,8,R.T. Nagar,23.91679324235594,Moderate Temp (Clear),Holiday,112
2024,12,4,11,JP Nagar,25.926433449891512,Moderate Temp (Clear),Working Day,69
2024,6,6,13,Mahadevapura,27.38812258695756,Moderate Temp (Clear),Working Day,78
2023,5,14,16,Bellandur,21.094322025348795,Moderate Temp (Clear),Holiday,140
2024,10,1,2,Malleswaram,19.372021372599534,Moderate Temp (Clear),Working Day,21
2024,1,23,23,Yeshwantpur,13.714376837447263,Low Temp (Rainy),Working Day,64
2024,3,5,11,Bellandur,16.3784428776883,Low Temp (Rainy),Working Day,54
2024,12,21,16,Marathahalli,22.861615424988383,Moderate Temp (Clear),Holiday,130
2024,2,2,19,BTM Layout,21.27414516346905,Moderate Temp (Clear),Working Day,117
2023,6,16,19,Ulsoor,17.361512885740503,Low Temp (Rainy),Working Day,76
2023,9,10,1,Bellandur,16.452623545032928,Low Temp (Rainy),Holiday,23
2023,2,8,23,Hebbal,14.300878549659153,Low Temp (Rainy),Working Day,71
2023,4,6,1,Vasanthnagar,19.34457881230591,Moderate Temp (Clear),Working Day,23
2024,3,12,4,Sadashivanagar,18.64759406510016,Moderate Temp (Clear),Working Day,22
2023,11,19,20,Bannerghatta,29.32831595989665,High Temp (Sunny),Holiday,112
2024,3,10,1,Rajajinagar,21.290618639535825,Moderate Temp (Clear),Holiday,22
2024,4,3,19,Malleswaram,20.890217372003512,Moderate Temp (Clear),Working Day,110
2023,1,2,4,JP Nagar,22.594314680560583,Moderate Temp (Clear),Working Day,23
2022,6,5,19,Whitefield,19.86339604437193,Moderate Temp (Clear),Holiday,108
2023,6,7,14,Seshadripuram,31.91255473211869,High Temp (Sunny),Working Day,29
2024,11,20,14,Hebbal,8.80255502330958,Low Temp (Rainy),Working Day,48
2024,9,7,10,Ulsoor,17.7925511109421,Low Temp (Rainy),Holiday,96
2024,1,10,6,Indiranagar,24.61546175512556,Moderate Temp (Clear),Working Day,22
2024,4,11,4,Yeshwantpur,26.83958763813348,Moderate Temp (Clear),Working Day,22
2023,5,25,5,Malleswaram,23.24222914284096,Moderate Temp (Clear),Working Day,24
2024,12,13,5,Mahadevapura,25.796258645482624,Moderate Temp (Clear),Working Day,23
2022,11,1,14,Whitefield,32.195185461441554,High Temp (Sunny),Working Day,68
2024,4,25,3,Whitefield,29.468512619531356,High Temp (Sunny),Working Day,24
2024,10,16,7,Jayanagar,34.32679490958047,High Temp (Sunny),Working Day,73
2024,7,16,5,Mahadevapura,19.811748148704183,Moderate Temp (Clear),Working Day,21
2024,7,2,18,Bellandur,26.01021797776832,Moderate Temp (Clear),Working Day,116
2022,2,7,8,Sadashivanagar,17.858439369510016,Low Temp (Rainy),Working Day,65
2022,8,14,3,Sadashivanagar,30.8961104058436,High Temp (Sunny),Holiday,24
2024,12,16,17,Sadashivanagar,25.366317614552585,Moderate Temp (Clear),Working Day,118
2022,3,8,17,Seshadripuram,21.94295965394337,Moderate Temp (Clear),Working Day,92
2023,2,15,0,Jeevanbhima Nagar,15.57212719733587,Low Temp (Rainy),Working Day,25
2022,4,20,4,Malleswaram,26.964716853038745,Moderate Temp (Clear),Working Day,21
2023,7,27,17,Koramangala,15.746870677712431,Low Temp (Rainy),Working Day,87
2024,8,12,1,Rajajinagar,22.73971507952462,Moderate Temp (Clear),Working Day,23
2024,5,15,5,R.T. Nagar,25.388260664106816,Moderate Temp (Clear),Working Day,20
2024,1,10,4,Malleswaram,30.25330922767975,High Temp (Sunny),Working Day,23
2023,11,20,12,Whitefield,16.12941432473704,Low Temp (Rainy),Working Day,62
2023,11,16,16,Ulsoor,35.00991081953481,High Temp (Sunny),Working Day,71
2024,4,10,12,Whitefield,22.98827991615663,Moderate Temp (Clear),Working Day,95
2024,3,10,2,Malleswaram,17.20535460231342,Low Temp (Rainy),Holiday,24
2024,10,27,13,Koramangala,20.36164990840692,Moderate Temp (Clear),Holiday,145
2022,12,22,23,Rajarajeshwari Nagar,18.637889350443697,Moderate Temp (Clear),Working Day,68
2024,7,24,12,JP Nagar,20.700871452839348,Moderate Temp (Clear),Working Day,100
2024,7,10,11,Bannerghatta,17.179326480659707,Low Temp (Rainy),Working Day,56
2024,9,17,16,R.T. Nagar,23.991738375383747,Moderate Temp (Clear),Working Day,114
2022,8,16,19,Mahadevapura,25.75485317423452,Moderate Temp (Clear),Working Day,92
2023,8,10,23,Koramangala,29.83049929405845,High Temp (Sunny),Working Day,62
2022,3,2,10,Jeevanbhima Nagar,28.95383627147195,High Temp (Sunny),Working Day,70
2024,10,28,8,Banashankari,24.670310889764647,Moderate Temp (Clear),Working Day,123
2024,11,4,6,Rajajinagar,35.52875120016296,High Temp (Sunny),Working Day,25
2024,6,22,1,Rajarajeshwari Nagar,25.98685164961227,Moderate Temp (Clear),Holiday,22
2022,11,11,16,Seshadripuram,22.10247306518401,Moderate Temp (Clear),Working Day,73
2023,9,2,12,JP Nagar,34.48933730433332,High Temp (Sunny),Holiday,90
2024,10,18,17,Rajajinagar,17.788443914525356,Low Temp (Rainy),Working Day,72
2022,10,4,1,Yeshwantpur,21.21923101686068,Moderate Temp (Clear),Working Day,24
2024,6,20,14,Vijaynagar,11.763203878541075,Low Temp (Rainy),Working Day,50
2024,12,10,0,Rajarajeshwari Nagar,26.012757334435317,Moderate Temp (Clear),Working Day,21
2024,12,6,6,Banashankari,35.64922982382699,High Temp (Sunny),Working Day,20
2023,10,26,20,Indiranagar,23.963181927916757,Moderate Temp (Clear),Working Day,104
2024,2,26,0,Seshadripuram,23.038473084995047,Moderate Temp (Clear),Working Day,23
2024,1,3,6,Sadashivanagar,25.954826889174523,Moderate Temp (Clear),Working Day,23
2022,1,28,5,Domlur,24.75157488811581,Moderate Temp (Clear),Working Day,20
2024,2,18,9,Jeevanbhima Nagar,22.76501415365615,Moderate Temp (Clear),Holiday,121
2024,7,5,11,Ulsoor,35.16219321227273,High Temp (Sunny),Working Day,57
2024,8,18,15,Jeevanbhima Nagar,25.921229466477136,Moderate Temp (Clear),Holiday,103
2023,10,28,10,Rajajinagar,27.43079611678189,Moderate Temp (Clear),Holiday,108
2022,12,11,6,Jeevanbhima Nagar,19.39779752701282,Moderate Temp (Clear),Holiday,21
2024,9,14,6,Whitefield,26.64096188308321,Moderate Temp (Clear),Holiday,21
2022,12,13,5,Hebbal,25.102081832410548,Moderate Temp (Clear),Working Day,22
2024,12,26,20,Banashankari,18.861571600047338,Moderate Temp (Clear),Working Day,107
2023,8,2,15,Seshadripuram,22.170807742324563,Moderate Temp (Clear),Working Day,74
2023,10,19,10,Jeevanbhima Nagar,28.540765370561267,High Temp (Sunny),Working Day,55
2024,6,2,11,Rajarajeshwari Nagar,22.560084463742022,Moderate Temp (Clear),Holiday,116
2023,6,19,12,Malleswaram,23.399735790619808,Moderate Temp (Clear),Working Day,82
2023,3,16,18,Hebbal,25.56283261127732,Moderate Temp (Clear),Working Day,95
2023,2,25,18,Domlur,20.018688407607677,Moderate Temp (Clear),Holiday,120
2023,3,9,5,Domlur,15.013851794330748,Low Temp (Rainy),Working Day,20
2024,10,18,10,Ulsoor,22.67310070010057,Moderate Temp (Clear),Working Day,106
2024,3,18,1,Hebbal,25.10433562698785,Moderate Temp (Clear),Working Day,23
2024,6,28,7,Vijaynagar,22.576715832846844,Moderate Temp (Clear),Working Day,116
2022,4,27,12,Malleswaram,26.792423395706848,Moderate Temp (Clear),Working Day,66
2023,1,14,20,Bannerghatta,15.79633787992772,Low Temp (Rainy),Holiday,96
2024,2,19,8,Ulsoor,21.45106542915143,Moderate Temp (Clear),Working Day,111
2024,12,4,13,Koramangala,29.644045784295145,High Temp (Sunny),Working Day,64
2023,9,16,14,R.T. Nagar,29.47206170445254,High Temp (Sunny),Holiday,96
2023,6,22,23,Jayanagar,24.30732537714597,Moderate Temp (Clear),Working Day,79
2022,5,13,19,Bannerghatta,17.87614324099421,Low Temp (Rainy),Working Day,68
2022,6,15,3,JP Nagar,22.480956643909305,Moderate Temp (Clear),Working Day,24
2024,4,8,6,Jeevanbhima Nagar,18.52606127017235,Moderate Temp (Clear),Working Day,25
2024,9,11,8,Seshadripuram,27.605439330499717,Moderate Temp (Clear),Working Day,110
2023,8,6,18,Seshadripuram,19.90354007295185,Moderate Temp (Clear),Holiday,130
2024,3,25,21,Vasanthnagar,28.69569652146656,High Temp (Sunny),Working Day,84
2023,6,8,1,Yeshwantpur,19.88407105366217,Moderate Temp (Clear),Working Day,22
2024,11,4,3,Seshadripuram,33.34736073398997,High Temp (Sunny),Working Day,23
2022,3,17,3,Indiranagar,25.712551242959684,Moderate Temp (Clear),Working Day,24
2022,9,7,3,Banashankari,21.08642302328554,Moderate Temp (Clear),Working Day,21
2024,4,6,9,Yeshwantpur,21.80066952306061,Moderate Temp (Clear),Holiday,121
2022,9,17,4,Bellandur,24.849611080913697,Moderate Temp (Clear),Holiday,25
2024,3,24,11,Banashankari,23.257357054464503,Moderate Temp (Clear),Holiday,115
2022,8,13,14,Shivajinagar,23.776918809603192,Moderate Temp (Clear),Holiday,100
2023,11,19,8,Seshadripuram,20.03184557584428,Moderate Temp (Clear),Holiday,101
2023,3,23,20,BTM Layout,24.573653143196264,Moderate Temp (Clear),Working Day,93
2023,7,14,13,Yeshwantpur,23.672278605417493,Moderate Temp (Clear),Working Day,68
2023,9,3,17,Whitefield,19.90012168070636,Moderate Temp (Clear),Holiday,144
2022,6,13,16,Rajajinagar,22.089837087607364,Moderate Temp (Clear),Working Day,96
2023,4,21,21,Hebbal,11.778857590375615,Low Temp (Rainy),Working Day,72
2024,1,13,18,Seshadripuram,16.215033964435747,Low Temp (Rainy),Holiday,115
2024,11,22,12,Yelahanka,30.64933152280352,High Temp (Sunny),Working Day,60
2022,5,14,22,Seshadripuram,20.73296204216988,Moderate Temp (Clear),Holiday,98
2023,8,28,3,BTM Layout,22.83967258334225,Moderate Temp (Clear),Working Day,22
2022,2,26,18,Indiranagar,25.45756992904019,Moderate Temp (Clear),Holiday,113
2024,8,11,1,Vasanthnagar,24.58339019112254,Moderate Temp (Clear),Holiday,21
2024,6,7,3,Jayanagar,25.75066796116556,Moderate Temp (Clear),Working Day,25
2024,7,8,8,Indiranagar,17.852994219563687,Low Temp (Rainy),Working Day,83
2024,6,6,17,Hebbal,16.468886292012705,Low Temp (Rainy),Working Day,65
2023,7,4,13,Mahadevapura,32.50056066147553,High Temp (Sunny),Working Day,37
2024,5,26,12,Koramangala,11.982615883465709,Low Temp (Rainy),Holiday,102
2023,5,24,9,Hebbal,19.30490521768499,Moderate Temp (Clear),Working Day,95
2024,4,27,12,Yeshwantpur,20.2272074471006,Moderate Temp (Clear),Holiday,137
2023,5,14,3,Seshadripuram,24.719083136413097,Moderate Temp (Clear),Holiday,21
2023,5,17,8,R.T. Nagar,19.27656539662747,Moderate Temp (Clear),Working Day,94
2024,5,27,6,Rajajinagar,13.830650975895493,Low Temp (Rainy),Working Day,25
2024,9,11,17,Shivajinagar,19.72104624018361,Moderate Temp (Clear),Working Day,91
2023,12,23,15,Sadashivanagar,27.10967842392935,Moderate Temp (Clear),Holiday,118
2024,4,10,10,Vijaynagar,19.29914888297464,Moderate Temp (Clear),Working Day,110
2024,5,6,15,Bannerghatta,29.00763912644387,High Temp (Sunny),Working Day,48
2023,7,20,5,R.T. Nagar,20.20872152451689,Moderate Temp (Clear),Working Day,21
2022,4,8,12,Sadashivanagar,19.94197922601436,Moderate Temp (Clear),Working Day,76
2022,2,9,16,Whitefield,27.7352826115232,Moderate Temp (Clear),Working Day,94
2023,4,19,19,Whitefield,15.265883106559144,Low Temp (Rainy),Working Day,59
2023,4,11,6,Yelahanka,16.839048701073338,Low Temp (Rainy),Working Day,25
2024,1,4,7,Indiranagar,24.032347799595108,Moderate Temp (Clear),Working Day,129
2024,10,18,15,Banashankari,18.26877981915625,Moderate Temp (Clear),Working Day,90
2023,8,19,12,Jeevanbhima Nagar,32.64285151058228,High Temp (Sunny),Holiday,70
2022,7,7,8,Rajarajeshwari Nagar,24.68020415295372,Moderate Temp (Clear),Working Day,89
2024,5,13,9,Domlur,23.337883648800847,Moderate Temp (Clear),Working Day,122
2023,7,16,19,Yeshwantpur,20.33449251717484,Moderate Temp (Clear),Holiday,128
2024,11,14,21,Seshadripuram,21.66600852698374,Moderate Temp (Clear),Working Day,102
2023,8,2,17,Shivajinagar,19.721891735360117,Moderate Temp (Clear),Working Day,85
2022,8,28,23,Jayanagar,26.28426353785627,Moderate Temp (Clear),Holiday,113
2023,4,20,5,Ulsoor,24.261344554888478,Moderate Temp (Clear),Working Day,24
2023,12,7,23,Mahadevapura,21.950367535701023,Moderate Temp (Clear),Working Day,81
2023,8,27,22,Bannerghatta,24.790544242153395,Moderate Temp (Clear),Holiday,108
2024,10,7,21,HSR Layout,19.16246050464648,Moderate Temp (Clear),Working Day,131
2024,11,12,11,Rajarajeshwari Nagar,10.021273311224952,Low Temp (Rainy),Working Day,60
2024,12,4,0,Hebbal,31.41191811560201,High Temp (Sunny),Working Day,25
2024,10,12,0,Bellandur,20.14384713138695,Moderate Temp (Clear),Holiday,23
2024,2,14,16,Rajarajeshwari Nagar,18.383690715234017,Moderate Temp (Clear),Working Day,114
2024,2,21,1,Malleswaram,26.281163570842708,Moderate Temp (Clear),Working Day,24
2024,10,23,20,Whitefield,37.814694742009344,High Temp (Sunny),Working Day,79
2024,6,20,22,Banashankari,9.404628689164603,Low Temp (Rainy),Working Day,64
2024,6,15,18,Yelahanka,22.421178493734946,Moderate Temp (Clear),Holiday,145
2022,10,6,17,Marathahalli,28.436903075488168,High Temp (Sunny),Working Day,65
2024,7,7,23,Vasanthnagar,24.633372186654505,Moderate Temp (Clear),Holiday,138
2024,9,9,13,Malleswaram,24.52359280937196,Moderate Temp (Clear),Working Day,89
2023,3,7,0,BTM Layout,22.98812999268703,Moderate Temp (Clear),Working Day,23
2022,5,2,22,Bellandur,19.851392800186368,Moderate Temp (Clear),Working Day,78
2024,4,14,19,Rajarajeshwari Nagar,21.738027679849285,Moderate Temp (Clear),Holiday,150
2024,12,6,18,Banashankari,25.12685281360974,Moderate Temp (Clear),Working Day,103
2024,11,21,1,Malleswaram,16.806747253739037,Low Temp (Rainy),Working Day,24
2024,4,7,11,Jayanagar,13.80435798743012,Low Temp (Rainy),Holiday,108
2023,12,28,17,Bannerghatta,29.29128406334097,High Temp (Sunny),Working Day,66
2024,11,15,18,Vasanthnagar,21.879821679893567,Moderate Temp (Clear),Working Day,115
2022,4,8,18,Bannerghatta,20.250574932097773,Moderate Temp (Clear),Working Day,102
2023,1,21,15,BTM Layout,25.004527113050507,Moderate Temp (Clear),Holiday,94
2024,10,16,12,Yeshwantpur,16.623039642141475,Low Temp (Rainy),Working Day,73
2023,8,11,18,Whitefield,22.11170434280765,Moderate Temp (Clear),Working Day,118
2023,1,24,5,Jeevanbhima Nagar,10.239351563419238,Low Temp (Rainy),Working Day,25
2024,3,4,15,Rajarajeshwari Nagar,25.24879114343939,Moderate Temp (Clear),Working Day,90
2024,4,28,13,Indiranagar,28.597588209608464,High Temp (Sunny),Holiday,95
2022,6,20,2,Marathahalli,26.58354527259214,Moderate Temp (Clear),Working Day,25
2024,5,13,10,Bellandur,23.67627806737657,Moderate Temp (Clear),Working Day,122
2023,1,15,13,Koramangala,22.396053649939184,Moderate Temp (Clear),Holiday,134
2024,2,21,11,Shivajinagar,18.97990524049057,Moderate Temp (Clear),Working Day,103
2024,4,28,7,Rajajinagar,15.813116165429474,Low Temp (Rainy),Holiday,93
2022,8,18,19,Jayanagar,17.64151318885183,Low Temp (Rainy),Working Day,69
2024,7,13,18,Rajajinagar,27.0773476472696,Moderate Temp (Clear),Holiday,142
2023,4,1,7,Shivajinagar,18.869972751123285,Moderate Temp (Clear),Holiday,112
2022,3,4,21,Bannerghatta,19.615901101044624,Moderate Temp (Clear),Working Day,87
2022,2,7,16,Whitefield,28.98419883100933,High Temp (Sunny),Working Day,77
2023,4,27,9,Yeshwantpur,26.921846515504363,Moderate Temp (Clear),Working Day,101
2024,7,21,1,Malleswaram,20.55835774915805,Moderate Temp (Clear),Holiday,24
2023,4,10,23,Shivajinagar,23.073651052857127,Moderate Temp (Clear),Working Day,78
2024,4,15,6,Bellandur,24.05672560612158,Moderate Temp (Clear),Working Day,22
2024,7,10,6,Mahadevapura,19.225361069461677,Moderate Temp (Clear),Working Day,20
2022,9,27,10,Sadashivanagar,24.81929711590306,Moderate Temp (Clear),Working Day,65
2023,9,12,11,Rajarajeshwari Nagar,20.787853767138596,Moderate Temp (Clear),Working Day,80
2024,8,6,17,Ulsoor,31.352376224175305,High Temp (Sunny),Working Day,100
2022,8,13,5,Ulsoor,10.454870667842782,Low Temp (Rainy),Holiday,21
2023,7,13,0,Mahadevapura,28.81860392853057,High Temp (Sunny),Working Day,22
2023,6,2,13,Ulsoor,25.814919645979927,Moderate Temp (Clear),Working Day,101
2024,6,15,11,Vasanthnagar,19.88128242599969,Moderate Temp (Clear),Holiday,114
2024,9,2,12,Jeevanbhima Nagar,21.0757158696434,Moderate Temp (Clear),Working Day,88
2023,12,25,1,HSR Layout,25.344888824493303,Moderate Temp (Clear),Working Day,21
2024,3,8,19,Seshadripuram,32.16183799603412,High Temp (Sunny),Working Day,63
2023,8,7,19,Shivajinagar,27.988062638669334,Moderate Temp (Clear),Working Day,122
2024,7,15,15,Whitefield,40.93814554804147,High Temp (Sunny),Working Day,80
2024,12,11,6,HSR Layout,18.56323197977592,Moderate Temp (Clear),Working Day,24
2024,3,12,9,Koramangala,19.472826358925403,Moderate Temp (Clear),Working Day,110
2023,11,5,8,Bellandur,12.798788612854494,Low Temp (Rainy),Holiday,71
2024,2,7,13,Koramangala,32.55778769007551,High Temp (Sunny),Working Day,70
2023,8,26,0,Whitefield,30.220914984498293,High Temp (Sunny),Holiday,21
2024,3,10,20,Malleswaram,26.06512215675557,Moderate Temp (Clear),Holiday,133
2024,1,27,23,Ulsoor,23.697090017761624,Moderate Temp (Clear),Holiday,123
2024,6,17,12,JP Nagar,21.67830464078874,Moderate Temp (Clear),Working Day,102
2023,5,9,16,Mahadevapura,27.99650414854965,Moderate Temp (Clear),Working Day,109
2022,5,8,12,Indiranagar,20.64240530675537,Moderate Temp (Clear),Holiday,100
2024,2,12,4,Vijaynagar,13.138792013643346,Low Temp (Rainy),Working Day,25
2023,8,21,22,JP Nagar,20.99087581498731,Moderate Temp (Clear),Working Day,75
2023,6,4,18,Bellandur,25.89160027056472,Moderate Temp (Clear),Holiday,138
2024,10,17,8,Ulsoor,16.28929191681256,Low Temp (Rainy),Working Day,64
2023,7,19,12,Vijaynagar,21.86132010895636,Moderate Temp (Clear),Working Day,85
2023,4,15,21,Vijaynagar,25.82577853462665,Moderate Temp (Clear),Holiday,126
2024,11,6,13,Hebbal,25.609417981480057,Moderate Temp (Clear),Working Day,88
2024,6,14,1,Indiranagar,21.65784873452568,Moderate Temp (Clear),Working Day,24
